Age,BusinessTravel,Department,EducationField,EnvironmentSatisfaction,Gender,JobInvolvement,JobLevel,JobSatisfaction,MaritalStatus,MonthlyIncome,OverTime,TotalWorkingYears,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,DistanceFromHome,Attrition
43,Travel_Rarely,Sales,Marketing,D,Female,C,D,D,Married,16064,Yes,22,C,17,13,1,9,16,No
33,Travel_Rarely,Research & Development,Life Sciences,A,Female,C,A,A,Married,2707,No,13,D,9,7,1,7,2,Yes
52,Non-Travel,Sales,Life Sciences,A,Male,B,D,C,Single,19068,Yes,33,D,33,7,15,12,2,No
32,Travel_Rarely,Sales,Life Sciences,C,Female,C,A,B,Married,3931,No,6,C,4,3,1,2,4,No
32,Travel_Rarely,Research & Development,Life Sciences,D,Male,B,A,C,Single,3730,Yes,4,A,3,2,1,2,1,Yes
39,Travel_Rarely,Research & Development,Medical,C,Female,C,A,C,Divorced,2232,No,7,C,3,2,1,2,1,No
32,Non-Travel,Sales,Marketing,C,Male,C,B,D,Married,4465,No,4,C,3,2,2,2,26,No
41,Travel_Rarely,Research & Development,Life Sciences,C,Male,C,B,A,Divorced,3072,No,17,B,1,0,0,0,19,No
40,Travel_Rarely,Research & Development,Technical Degree,A,Male,C,B,D,Divorced,3319,No,9,C,9,8,4,7,24,No
45,Travel_Rarely,Research & Development,Other,C,Male,D,D,D,Married,19202,No,25,C,24,0,1,7,1,No
31,Travel_Frequently,Research & Development,Medical,B,Male,C,C,C,Divorced,13675,No,9,C,2,2,2,2,3,No
33,Travel_Rarely,Research & Development,Life Sciences,C,Female,B,A,D,Married,2911,No,2,B,2,2,0,2,5,No
34,Travel_Rarely,Research & Development,Life Sciences,D,Male,B,B,A,Married,5957,No,13,C,11,9,5,9,2,No
37,Travel_Rarely,Research & Development,Medical,C,Female,B,A,A,Married,3920,No,17,B,3,1,0,2,1,No
45,Travel_Frequently,Research & Development,Life Sciences,A,Male,D,B,C,Married,6434,No,9,C,3,2,0,2,7,No
37,Travel_Frequently,Research & Development,Medical,A,Male,C,C,C,Divorced,10048,No,17,C,1,0,0,0,10,Yes
39,Travel_Frequently,Research & Development,Technical Degree,C,Female,C,C,C,Single,10938,No,20,C,19,6,11,8,2,No
29,Travel_Rarely,Research & Development,Life Sciences,C,Male,C,A,D,Single,2340,No,6,C,6,5,1,5,15,No
42,Travel_Rarely,Research & Development,Life Sciences,D,Female,D,B,A,Single,6545,Yes,10,C,3,2,0,2,17,No
29,Travel_Rarely,Sales,Marketing,D,Male,C,B,D,Divorced,6931,No,10,C,3,2,0,2,20,No
25,Travel_Rarely,Research & Development,Life Sciences,A,Female,C,B,C,Married,4898,No,5,C,4,2,1,2,1,No
42,Travel_Rarely,Research & Development,Medical,D,Female,B,A,A,Divorced,2593,Yes,10,C,9,6,7,8,2,No
40,Travel_Rarely,Research & Development,Medical,A,Male,C,D,C,Divorced,19436,No,22,C,21,7,3,9,2,No
51,Travel_Rarely,Research & Development,Life Sciences,C,Male,C,A,D,Married,2723,No,1,B,1,0,0,0,1,No
31,Travel_Frequently,Research & Development,Medical,C,Male,B,A,B,Single,3479,No,6,D,5,4,1,4,29,Yes
32,Travel_Frequently,Research & Development,Life Sciences,B,Male,D,A,B,Married,2794,No,5,A,5,1,0,3,7,No
38,Non-Travel,Sales,Life Sciences,D,Male,B,B,D,Married,5249,No,13,C,8,7,7,5,2,No
32,Travel_Rarely,Research & Development,Technical Degree,D,Male,B,B,A,Single,2176,No,9,C,6,2,0,4,2,No
46,Travel_Rarely,Sales,Technical Degree,C,Female,A,D,B,Married,16872,Yes,28,B,7,7,7,7,2,No
28,Travel_Rarely,Research & Development,Life Sciences,A,Male,C,A,C,Single,3485,No,5,A,0,0,0,0,2,Yes
29,Travel_Rarely,Sales,Medical,A,Male,B,B,B,Married,6644,No,10,C,0,0,0,0,2,No
31,Travel_Rarely,Research & Development,Medical,B,Male,B,B,D,Married,5582,No,10,C,9,0,7,8,23,No
25,Non-Travel,Research & Development,Life Sciences,B,Male,D,B,A,Divorced,4000,No,6,C,6,3,1,5,5,No
45,Travel_Rarely,Research & Development,Medical,C,Male,C,D,D,Married,13496,Yes,21,C,20,7,4,10,20,No
36,Travel_Rarely,Research & Development,Life Sciences,D,Male,C,A,D,Married,3210,No,16,C,15,13,10,11,6,No
55,Travel_Rarely,Research & Development,Medical,D,Male,C,D,A,Single,19045,Yes,37,C,36,10,4,13,1,No
47,Non-Travel,Research & Development,Life Sciences,A,Male,C,C,B,Married,11849,Yes,10,B,10,7,9,9,29,Yes
28,Travel_Rarely,Research & Development,Medical,D,Male,C,A,D,Married,2070,No,5,B,5,2,0,4,9,No
37,Travel_Rarely,Sales,Medical,C,Male,C,B,D,Married,6502,No,7,D,5,4,0,1,6,No
21,Travel_Rarely,Research & Development,Medical,D,Male,B,A,C,Single,3230,No,3,D,3,2,1,0,3,No
37,Non-Travel,Research & Development,Medical,A,Female,C,C,D,Divorced,13603,Yes,15,C,5,2,0,2,1,No
35,Travel_Rarely,Research & Development,Life Sciences,B,Female,D,C,B,Divorced,11996,No,10,B,7,7,6,2,22,No
38,Travel_Rarely,Sales,Medical,A,Female,D,B,A,Divorced,5605,Yes,8,C,8,0,7,7,7,No
26,Travel_Frequently,Research & Development,Life Sciences,C,Female,C,B,B,Divorced,6397,No,6,A,6,5,1,4,1,No
50,Travel_Rarely,Research & Development,Life Sciences,A,Male,C,D,B,Divorced,19144,No,28,B,10,4,1,6,4,No
53,Travel_Rarely,Research & Development,Medical,C,Male,C,D,C,Married,17584,Yes,21,B,5,3,1,3,3,No
42,Travel_Rarely,Sales,Life Sciences,B,Male,C,B,C,Married,4907,No,20,C,20,16,11,6,1,No
29,Travel_Frequently,Sales,Life Sciences,B,Male,C,B,D,Single,4554,No,10,B,10,7,0,9,2,No
55,Travel_Rarely,Research & Development,Technical Degree,B,Male,C,B,D,Married,5415,Yes,12,C,10,7,0,8,20,No
26,Travel_Frequently,Research & Development,Medical,A,Male,C,B,A,Married,4741,Yes,5,C,5,3,3,3,11,No
37,Travel_Rarely,Research & Development,Life Sciences,D,Female,C,A,D,Single,2115,No,17,C,17,12,5,7,1,No
44,Travel_Frequently,Research & Development,Life Sciences,D,Male,C,A,C,Divorced,3161,Yes,19,A,1,0,0,0,24,Yes
38,Travel_Rarely,Research & Development,Life Sciences,D,Male,C,B,D,Divorced,5745,No,10,C,2,2,1,2,23,No
26,Travel_Rarely,Research & Development,Medical,A,Male,C,A,B,Divorced,2373,Yes,5,C,3,2,0,2,16,Yes
28,Travel_Rarely,Research & Development,Life Sciences,D,Female,C,A,D,Single,3310,No,5,C,5,3,0,2,8,No
49,Travel_Frequently,Research & Development,Life Sciences,C,Female,C,D,A,Single,18665,Yes,22,C,3,2,1,2,10,No
36,Travel_Rarely,Research & Development,Technical Degree,C,Male,C,B,B,Single,4485,No,10,C,8,0,7,7,3,No
31,Travel_Frequently,Sales,Marketing,D,Female,C,A,B,Divorced,2789,No,2,B,2,2,2,2,5,No
26,Travel_Rarely,Sales,Marketing,D,Male,B,B,D,Single,5828,Yes,8,C,8,7,7,4,4,Yes
37,Travel_Frequently,Research & Development,Medical,B,Male,C,A,D,Married,2326,Yes,4,B,4,2,1,2,9,No
42,Travel_Frequently,Sales,Marketing,C,Female,C,D,B,Married,13525,No,23,D,20,4,4,8,26,No
18,Travel_Rarely,Research & Development,Life Sciences,C,Male,C,A,C,Single,1420,No,0,C,0,0,0,0,3,Yes
35,Travel_Rarely,Sales,Marketing,C,Male,C,C,B,Married,8020,No,12,B,11,9,6,9,16,No
36,Travel_Frequently,Research & Development,Life Sciences,C,Male,D,A,D,Married,3688,No,4,C,1,0,0,0,18,No
51,Travel_Rarely,Research & Development,Medical,D,Male,A,B,B,Divorced,5482,No,13,C,4,1,1,2,2,No
41,Travel_Rarely,Sales,Life Sciences,D,Male,C,D,B,Single,16015,No,22,C,22,10,0,4,2,No
18,Travel_Rarely,Sales,Medical,D,Female,B,A,C,Single,1200,No,0,C,0,0,0,0,10,No
28,Travel_Rarely,Research & Development,Medical,B,Male,D,B,A,Single,5661,No,9,C,8,3,0,7,16,No
31,Travel_Rarely,Sales,Technical Degree,B,Male,D,B,D,Married,6929,No,10,B,8,7,7,7,7,No
39,Travel_Rarely,Research & Development,Medical,C,Male,D,C,D,Divorced,9613,No,19,B,18,10,3,7,1,No
36,Non-Travel,Research & Development,Life Sciences,B,Female,C,B,B,Married,5674,No,11,C,9,8,0,8,24,No
32,Travel_Rarely,Sales,Life Sciences,D,Male,B,B,C,Married,5484,No,13,B,13,8,4,8,7,No
38,Travel_Rarely,Research & Development,Life Sciences,A,Female,B,C,B,Married,12061,No,19,C,10,8,0,1,25,No
58,Non-Travel,Research & Development,Life Sciences,D,Male,A,B,C,Divorced,5660,Yes,12,C,5,3,1,2,1,No
31,Travel_Rarely,Research & Development,Technical Degree,C,Male,C,A,D,Married,4821,Yes,6,C,5,2,0,3,5,No
31,Travel_Rarely,Human Resources,Human Resources,A,Male,B,B,A,Married,6410,No,9,C,2,2,1,0,2,No
45,Travel_Frequently,Research & Development,Life Sciences,A,Male,C,C,A,Divorced,5210,No,24,C,24,9,9,11,7,No
31,Travel_Rarely,Research & Development,Life Sciences,C,Male,C,A,D,Divorced,2695,Yes,3,A,2,2,2,2,2,No
33,Travel_Frequently,Research & Development,Life Sciences,D,Female,C,C,B,Married,11878,No,12,C,10,6,8,8,5,No
39,Travel_Rarely,Research & Development,Medical,C,Male,C,D,A,Married,17068,Yes,21,C,21,9,11,10,10,No
43,Travel_Frequently,Research & Development,Life Sciences,C,Female,C,A,D,Single,2455,No,9,C,8,7,1,7,10,No
49,Travel_Rarely,Research & Development,Technical Degree,C,Female,B,D,C,Single,13964,Yes,25,C,7,1,0,7,1,No
52,Travel_Rarely,Research & Development,Medical,C,Male,B,B,B,Married,4941,No,11,B,8,2,7,7,8,Yes
27,Travel_Rarely,Research & Development,Life Sciences,C,Female,C,A,B,Single,2478,Yes,4,B,4,3,1,2,5,No
32,Travel_Rarely,Sales,Technical Degree,C,Female,B,B,B,Married,5228,Yes,13,C,13,12,11,9,8,No
27,Travel_Rarely,Sales,Life Sciences,D,Male,C,B,C,Single,4478,Yes,5,C,5,4,0,4,2,No
31,Travel_Rarely,Sales,Marketing,D,Male,C,B,D,Divorced,7547,No,13,C,7,7,1,7,7,No
32,Travel_Rarely,Research & Development,Medical,A,Female,D,B,D,Single,5055,No,10,B,7,7,0,7,2,No
28,Travel_Rarely,Research & Development,Medical,A,Male,A,A,D,Married,3464,Yes,5,B,3,2,2,2,2,Yes
30,Travel_Rarely,Research & Development,Medical,D,Female,C,B,D,Married,5775,No,11,C,10,8,1,9,28,No
31,Travel_Frequently,Research & Development,Life Sciences,C,Female,B,C,C,Married,8943,No,10,C,10,9,8,9,7,No
39,Travel_Frequently,Research & Development,Medical,C,Male,B,D,D,Married,19272,No,21,C,21,9,13,3,7,No
39,Travel_Rarely,Sales,Medical,D,Female,C,B,C,Married,5238,Yes,12,B,1,0,0,0,3,Yes
33,Travel_Frequently,Sales,Marketing,B,Male,B,B,D,Single,4682,No,9,B,7,7,0,1,10,No
47,Travel_Rarely,Research & Development,Life Sciences,D,Male,C,D,C,Married,18300,No,21,C,3,2,1,1,5,No
43,Travel_Frequently,Research & Development,Life Sciences,C,Female,B,B,C,Divorced,5257,No,9,D,9,7,0,0,10,No
27,Non-Travel,Sales,Marketing,C,Male,C,B,B,Married,6349,Yes,6,C,5,4,1,4,1,No
54,Travel_Frequently,Research & Development,Life Sciences,D,Female,C,B,C,Single,4869,No,20,B,4,3,0,3,20,No
43,Travel_Rarely,Research & Development,Life Sciences,C,Female,C,C,A,Married,9985,No,10,B,1,0,0,0,7,No
45,Travel_Rarely,Research & Development,Other,D,Male,C,B,D,Married,3697,No,12,C,10,9,9,8,8,No
40,Travel_Rarely,Sales,Medical,B,Male,A,B,D,Married,7457,Yes,6,B,4,3,0,2,1,No
29,Travel_Rarely,Research & Development,Other,B,Male,A,A,A,Married,2119,Yes,7,B,7,7,0,7,8,Yes
29,Travel_Rarely,Research & Development,Other,B,Male,B,A,D,Single,3983,No,4,C,3,2,2,2,9,No
30,Travel_Rarely,Sales,Marketing,D,Female,B,B,C,Divorced,6118,No,10,C,10,9,1,2,5,No
27,Travel_Rarely,Sales,Marketing,B,Female,C,B,B,Married,6214,No,8,C,8,7,0,7,8,No
37,Travel_Rarely,Research & Development,Medical,D,Male,C,B,D,Divorced,6347,No,8,B,6,2,0,4,5,No
38,Travel_Rarely,Research & Development,Life Sciences,C,Male,B,C,D,Divorced,11510,Yes,12,C,11,10,2,9,15,No
31,Travel_Rarely,Research & Development,Medical,C,Female,C,C,D,Single,7143,Yes,11,B,11,9,4,10,7,No
29,Travel_Rarely,Sales,Marketing,D,Female,B,B,B,Divorced,8268,Yes,7,C,7,7,1,7,10,No
35,Travel_Rarely,Research & Development,Technical Degree,C,Male,C,C,B,Single,8095,No,17,C,16,6,0,13,5,No
23,Travel_Rarely,Research & Development,Life Sciences,C,Male,C,A,D,Divorced,2904,No,4,B,4,2,0,2,26,No
41,Travel_Rarely,Research & Development,Medical,D,Male,B,B,B,Single,6032,Yes,8,C,5,4,1,2,6,No
47,Travel_Frequently,Sales,Medical,B,Male,C,B,C,Single,2976,No,5,C,0,0,0,0,4,No
42,Travel_Rarely,Research & Development,Life Sciences,A,Female,C,D,D,Single,15992,No,16,C,1,0,0,0,23,No
29,Non-Travel,Sales,Life Sciences,D,Male,C,B,C,Married,4649,No,4,B,4,3,0,2,2,No
42,Travel_Rarely,Human Resources,Technical Degree,C,Male,C,A,C,Divorced,2696,Yes,4,C,3,2,1,0,2,No
32,Travel_Rarely,Research & Development,Medical,C,Female,C,A,B,Married,2370,No,8,C,8,0,0,7,2,No
48,Travel_Rarely,Sales,Medical,A,Female,C,C,C,Married,12504,No,15,A,0,0,0,0,29,No
37,Travel_Rarely,Research & Development,Medical,C,Male,D,B,A,Divorced,5974,Yes,13,C,7,7,6,7,6,No
30,Non-Travel,Sales,Technical Degree,D,Female,C,B,C,Married,4736,Yes,4,D,2,2,2,2,25,No
26,Travel_Rarely,Sales,Life Sciences,C,Male,C,B,C,Married,5296,No,8,C,8,7,7,7,1,No
42,Travel_Rarely,Research & Development,Other,A,Male,B,B,D,Single,6781,No,14,C,1,0,0,0,2,No
21,Travel_Frequently,Sales,Technical Degree,A,Female,B,A,B,Single,2174,Yes,3,C,3,2,1,2,1,Yes
36,Non-Travel,Sales,Medical,D,Female,C,B,D,Single,6653,No,7,C,1,0,0,0,1,No
36,Travel_Frequently,Sales,Medical,A,Male,B,C,D,Married,9699,No,16,C,13,9,1,12,3,No
57,Travel_Rarely,Research & Development,Medical,D,Male,C,B,C,Married,6755,No,15,C,3,2,1,2,1,No
40,Travel_Rarely,Research & Development,Life Sciences,D,Female,D,A,C,Married,2213,Yes,10,C,7,7,1,7,10,No
21,Non-Travel,Sales,Medical,A,Male,C,A,D,Single,2610,No,3,B,3,2,2,2,9,No
33,Travel_Rarely,Sales,Marketing,D,Female,C,A,C,Single,2851,Yes,1,C,1,0,0,0,5,Yes
37,Travel_Rarely,Research & Development,Medical,C,Female,C,A,A,Married,3452,No,17,C,5,4,0,3,10,No
46,Non-Travel,Research & Development,Medical,C,Female,C,B,C,Married,5258,No,7,D,1,0,0,0,7,No
41,Travel_Frequently,Sales,Marketing,A,Male,C,B,B,Single,9355,No,8,C,8,7,7,7,4,Yes
50,Travel_Rarely,Research & Development,Technical Degree,D,Male,B,C,D,Single,10496,No,20,C,4,3,1,3,10,No
40,Travel_Rarely,Sales,Marketing,C,Male,B,B,C,Married,6380,Yes,8,C,6,4,1,0,22,Yes
31,Travel_Rarely,Research & Development,Life Sciences,C,Male,B,A,B,Single,2657,Yes,3,C,2,2,2,2,9,No
21,Travel_Rarely,Sales,Life Sciences,C,Female,D,A,B,Single,2716,No,1,C,1,0,0,0,12,Yes
29,Travel_Rarely,Research & Development,Life Sciences,D,Male,C,A,D,Single,2201,No,6,C,3,2,1,2,23,No
35,Travel_Rarely,Research & Development,Life Sciences,C,Male,B,B,B,Single,6540,No,10,C,1,1,0,0,9,No
27,Travel_Rarely,Research & Development,Medical,D,Male,C,A,B,Divorced,3816,No,5,C,5,2,0,4,1,No
28,Travel_Rarely,Sales,Life Sciences,B,Male,C,B,D,Single,5253,No,7,C,7,5,0,7,9,No
49,Travel_Rarely,Research & Development,Other,B,Male,B,C,C,Single,10965,No,26,C,5,2,0,0,7,No
51,Travel_Rarely,Sales,Life Sciences,C,Female,C,B,D,Married,4936,No,18,B,7,7,0,7,14,No
36,Travel_Rarely,Research & Development,Life Sciences,D,Female,C,A,C,Married,2543,No,6,C,2,2,2,2,2,No
34,Non-Travel,Sales,Marketing,A,Male,D,B,D,Single,5304,Yes,9,B,5,2,0,4,19,Yes
55,Travel_Rarely,Research & Development,Life Sciences,C,Female,C,D,D,Single,16659,Yes,30,C,5,4,1,2,2,No
24,Travel_Rarely,Sales,Marketing,D,Female,C,B,C,Divorced,4260,Yes,5,D,5,2,0,3,10,No
30,Travel_Rarely,Sales,Technical Degree,C,Male,C,A,B,Married,2476,No,1,C,1,0,0,0,2,No
26,Travel_Frequently,Research & Development,Technical Degree,C,Male,C,A,A,Single,3102,No,7,C,6,4,0,4,3,Yes
22,Travel_Rarely,Research & Development,Medical,A,Female,C,A,B,Married,2244,No,2,C,2,1,1,2,11,No
36,Travel_Rarely,Sales,Medical,B,Male,B,C,C,Married,7596,No,10,C,10,9,9,0,2,No
30,Travel_Frequently,Research & Development,Technical Degree,C,Male,C,A,D,Single,2285,Yes,3,C,1,0,0,0,4,Yes
37,Travel_Rarely,Research & Development,Life Sciences,D,Female,C,A,A,Divorced,3034,No,18,B,18,7,12,17,14,No
40,Travel_Rarely,Sales,Marketing,D,Female,C,B,B,Divorced,5715,No,8,C,5,4,1,3,2,No
42,Travel_Rarely,Research & Development,Life Sciences,B,Female,C,A,A,Divorced,2576,No,8,C,5,2,1,2,1,No
37,Travel_Rarely,Research & Development,Life Sciences,C,Male,C,B,B,Single,4197,Yes,18,B,1,0,0,1,10,No
43,Travel_Rarely,Research & Development,Life Sciences,A,Male,B,D,B,Divorced,14336,No,25,C,25,10,3,9,12,No
40,Travel_Rarely,Research & Development,Medical,B,Female,B,B,C,Married,3448,No,20,C,1,0,0,0,2,No
54,Travel_Rarely,Research & Development,Medical,A,Male,C,D,A,Married,19406,No,24,B,4,2,1,2,5,No
34,Non-Travel,Sales,Marketing,C,Female,C,B,C,Married,6538,No,6,C,3,2,1,2,4,No
31,Travel_Rarely,Research & Development,Medical,B,Female,C,B,A,Married,4306,No,13,A,13,10,3,12,7,No
43,Travel_Frequently,Research & Development,Medical,D,Male,C,A,D,Married,2258,No,8,C,3,2,1,2,21,No
43,Travel_Rarely,Research & Development,Other,C,Female,C,B,C,Divorced,4522,Yes,8,C,5,2,0,2,8,No
25,Travel_Rarely,Sales,Life Sciences,B,Female,B,B,D,Single,4487,Yes,5,C,5,4,1,3,4,No
37,Non-Travel,Research & Development,Medical,B,Female,C,B,C,Married,4449,Yes,15,C,13,11,10,7,25,No
31,Travel_Rarely,Research & Development,Life Sciences,D,Male,B,A,A,Married,2218,No,4,C,4,2,3,2,1,No
39,Travel_Frequently,Research & Development,Life Sciences,B,Male,C,D,C,Divorced,19197,Yes,21,C,21,8,1,6,1,No
56,Travel_Frequently,Sales,Life Sciences,C,Female,D,D,A,Married,13212,No,36,B,7,7,7,7,6,No
30,Travel_Rarely,Sales,Technical Degree,B,Female,C,B,C,Single,6577,No,6,C,5,4,4,4,12,No
41,Travel_Rarely,Sales,Marketing,B,Male,D,C,A,Married,8392,No,10,C,10,7,0,7,1,No
28,Travel_Rarely,Research & Development,Medical,C,Male,C,B,A,Divorced,4558,No,10,C,10,0,1,8,17,No
25,Travel_Rarely,Research & Development,Medical,A,Male,C,A,A,Married,4031,No,6,C,2,2,0,2,3,Yes
52,Travel_Rarely,Research & Development,Medical,D,Male,B,C,C,Married,7969,Yes,28,C,5,4,0,4,3,No
45,Travel_Rarely,Research & Development,Life Sciences,A,Male,C,A,D,Married,2654,No,8,B,2,2,0,2,10,No
52,Travel_Rarely,Research & Development,Life Sciences,D,Female,C,D,D,Married,16555,No,31,A,5,2,1,4,4,No
42,Travel_Frequently,Research & Development,Life Sciences,A,Female,C,B,C,Divorced,4556,No,19,C,5,4,0,2,29,No
30,Travel_Rarely,Research & Development,Life Sciences,C,Female,A,B,D,Single,6091,No,11,C,5,4,0,2,2,No
60,Travel_Rarely,Research & Development,Life Sciences,A,Female,C,D,A,Married,19566,No,33,A,29,8,11,10,7,No
46,Travel_Rarely,Research & Development,Medical,C,Female,C,B,C,Divorced,4810,No,19,B,10,7,0,8,18,No
42,Travel_Frequently,Research & Development,Technical Degree,D,Female,B,B,D,Married,4523,No,7,D,6,5,0,4,28,No
24,Travel_Rarely,Sales,Technical Degree,A,Female,C,A,B,Single,3202,Yes,6,C,5,3,1,4,1,Yes
34,Travel_Frequently,Sales,Marketing,D,Female,A,A,C,Divorced,2351,No,3,B,2,2,1,0,6,Yes
38,Travel_Frequently,Research & Development,Life Sciences,D,Male,C,A,D,Married,1702,Yes,1,C,1,0,0,0,2,No
40,Travel_Rarely,Sales,Life Sciences,C,Female,C,D,C,Married,18041,No,21,C,20,15,1,12,2,No
26,Travel_Rarely,Research & Development,Life Sciences,A,Female,C,A,D,Divorced,2886,No,3,A,3,2,0,2,23,No
30,Non-Travel,Research & Development,Life Sciences,C,Male,C,A,D,Married,2097,No,9,A,5,3,1,4,3,No
29,Travel_Rarely,Research & Development,Medical,B,Male,B,C,C,Married,11935,No,10,C,10,2,0,7,3,No
29,Travel_Rarely,Research & Development,Technical Degree,C,Female,B,A,B,Married,2546,No,6,D,2,2,1,1,25,Yes
19,Travel_Rarely,Human Resources,Technical Degree,A,Male,B,A,D,Single,2564,No,1,D,1,0,0,0,2,Yes
30,Non-Travel,Sales,Other,C,Female,C,C,A,Married,8412,No,10,C,9,8,7,8,22,No
57,Travel_Rarely,Sales,Marketing,A,Male,B,D,D,Divorced,14118,No,32,B,1,0,0,0,29,No
50,Travel_Rarely,Research & Development,Life Sciences,B,Male,B,D,C,Married,17046,No,28,C,27,10,15,7,29,No
30,Non-Travel,Research & Development,Medical,C,Female,C,A,D,Single,2564,No,12,B,11,7,6,7,2,No
60,Travel_Frequently,Sales,Marketing,C,Female,B,C,A,Married,10266,No,22,D,18,13,13,11,28,No
47,Travel_Rarely,Research & Development,Medical,A,Female,C,B,D,Divorced,5070,No,20,C,5,0,0,4,2,No
46,Travel_Rarely,Research & Development,Life Sciences,A,Male,C,D,C,Married,17861,No,26,A,3,2,0,1,2,No
35,Travel_Rarely,Research & Development,Life Sciences,D,Male,A,A,C,Single,4230,No,6,C,5,4,4,3,22,No
54,Travel_Rarely,Research & Development,Life Sciences,C,Female,C,B,C,Single,3780,No,19,C,1,0,0,0,8,No
34,Travel_Rarely,Research & Development,Life Sciences,D,Male,B,A,C,Divorced,2768,No,14,C,7,3,5,7,2,No
46,Travel_Rarely,Sales,Marketing,C,Female,B,C,D,Married,9071,Yes,15,C,3,2,1,2,10,No
31,Travel_Rarely,Research & Development,Life Sciences,C,Male,C,C,B,Divorced,10648,No,13,D,13,8,0,8,9,No
33,Travel_Rarely,Research & Development,Medical,B,Male,C,C,C,Married,13610,Yes,15,D,7,6,7,7,15,Yes
33,Travel_Rarely,Research & Development,Medical,A,Male,A,A,D,Divorced,3408,No,8,C,4,3,1,3,10,Yes
30,Travel_Rarely,Sales,Marketing,D,Male,C,A,B,Single,2983,No,4,C,3,2,1,2,7,No
35,Travel_Rarely,Research & Development,Life Sciences,D,Male,C,C,C,Married,7632,Yes,10,C,8,7,0,0,16,No
31,Travel_Frequently,Research & Development,Life Sciences,A,Male,C,C,C,Married,9824,No,12,C,1,0,0,0,20,Yes
34,Travel_Frequently,Human Resources,Human Resources,B,Female,C,C,A,Divorced,9950,Yes,11,C,3,2,0,2,23,Yes
42,Travel_Frequently,Research & Development,Other,B,Male,C,A,C,Married,2093,No,8,C,2,2,2,0,5,No
36,Non-Travel,Sales,Medical,B,Male,C,C,D,Single,9980,No,10,B,10,3,9,7,10,No
22,Travel_Frequently,Research & Development,Technical Degree,C,Male,B,A,C,Single,3894,No,4,C,2,2,1,2,4,Yes
48,Travel_Rarely,Sales,Marketing,B,Female,C,B,D,Married,4051,No,14,C,9,7,6,7,2,No
55,Travel_Rarely,Sales,Life Sciences,A,Female,C,D,B,Single,16835,No,37,C,10,9,7,7,18,No
41,Non-Travel,Sales,Life Sciences,D,Male,C,B,D,Single,6230,No,16,C,14,3,1,10,10,No
35,Travel_Rarely,Sales,Marketing,B,Male,C,B,C,Married,4717,No,15,C,11,9,6,9,1,No
40,Travel_Rarely,Research & Development,Life Sciences,B,Female,C,D,C,Single,13237,No,22,C,20,6,5,13,6,No
39,Travel_Frequently,Research & Development,Life Sciences,C,Female,C,A,C,Married,3755,No,8,C,8,3,0,7,8,No
31,Travel_Rarely,Sales,Life Sciences,B,Male,C,B,D,Single,6582,Yes,10,D,6,5,0,5,2,No
42,Travel_Rarely,Research & Development,Medical,D,Male,C,C,A,Married,7406,Yes,10,B,10,9,5,8,24,No
45,Travel_Rarely,Sales,Other,D,Male,C,B,B,Married,4805,No,9,D,8,7,3,7,2,No
26,Travel_Frequently,Human Resources,Life Sciences,B,Female,C,A,C,Divorced,2741,Yes,8,B,7,7,1,0,17,Yes
29,Travel_Rarely,Research & Development,Technical Degree,D,Male,C,B,D,Divorced,4262,No,8,D,3,2,1,2,19,No
33,Travel_Rarely,Research & Development,Medical,A,Female,D,D,C,Divorced,16184,No,10,C,6,1,0,5,1,No
31,Travel_Rarely,Sales,Life Sciences,C,Male,B,C,D,Divorced,11557,No,10,B,5,4,0,1,7,No
18,Travel_Frequently,Sales,Marketing,B,Male,C,A,B,Single,1878,Yes,0,C,0,0,0,0,5,Yes
40,Non-Travel,Sales,Other,C,Male,A,C,A,Divorced,10932,No,20,C,1,0,0,1,28,No
41,Non-Travel,Research & Development,Other,A,Female,B,B,C,Single,6811,Yes,10,C,8,7,0,7,2,No
26,Travel_Rarely,Sales,Medical,A,Male,C,B,C,Divorced,4306,No,8,C,0,0,0,0,29,No
35,Travel_Rarely,Sales,Medical,A,Female,C,B,C,Single,4859,No,5,C,5,4,0,3,1,No
34,Travel_Rarely,Sales,Life Sciences,D,Male,D,B,D,Single,5337,No,10,C,10,7,5,7,21,No
26,Travel_Rarely,Research & Development,Technical Degree,C,Male,A,A,D,Single,2340,Yes,1,A,1,0,0,0,24,Yes
37,Travel_Rarely,Research & Development,Technical Degree,B,Female,C,C,D,Single,7491,No,12,D,6,5,1,2,1,No
46,Travel_Frequently,Research & Development,Medical,A,Female,C,C,C,Married,10527,No,28,B,2,2,1,2,18,No
41,Travel_Rarely,Sales,Life Sciences,B,Female,C,D,A,Married,16595,No,22,C,18,16,11,8,2,No
37,Non-Travel,Sales,Medical,A,Male,C,C,B,Divorced,8834,No,9,C,9,5,7,7,9,No
52,Travel_Rarely,Research & Development,Technical Degree,D,Male,C,B,A,Divorced,5577,Yes,18,C,10,9,6,9,6,No
32,Non-Travel,Sales,Other,D,Male,D,B,C,Married,4707,No,6,C,4,2,1,2,11,Yes
24,Travel_Frequently,Sales,Medical,D,Male,C,A,D,Married,2400,No,3,C,2,2,2,1,24,No
38,Travel_Rarely,Research & Development,Medical,C,Female,C,B,C,Married,9824,No,18,C,1,0,0,0,10,No
37,Travel_Rarely,Research & Development,Life Sciences,B,Female,C,B,B,Married,6447,No,8,B,6,5,4,3,1,No
